International plan,Voice mail plan,Churn,Account length,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
0,0,0,1.7033737783408958,-0.5894135350539065,-0.9350821024680219,-0.21567821508845197,-1.8744108392182817,-1.439831101644386,-1.1831395935130984,1.4367299683079644,0.34542270176808093,-1.0047369269733455,-0.42917241045590593
0,0,0,-0.1420853106575593,-0.5894135350539065,-0.422168698341849,-0.6159901958913855,0.9268163694819044,-1.2413954054047318,-0.17468589126010303,0.7671382619727606,0.7399954494816621,0.21689365100367133,1.0963924512446874
0,0,0,-0.9763339399308335,-0.5894135350539065,-1.0845280943177344,-1.5166921526979857,2.0967753157925637,-1.1917864813448182,0.036065175421675026,-0.056974607362874866,1.0269574478188113,0.6241038436626769,1.8591748820949843
0,1,0,-0.3948879255888545,1.3944621350223254,0.3121461751913058,1.9359986817273154,1.5805014854574906,-0.49726154450602783,-2.2034111125893707,-1.2931439113663281,1.2780491963638174,-0.19031654165533426,-0.42917241045590593
0,0,0,-0.19264583364381835,-0.5894135350539065,0.20698047722298935,0.6850237417181483,0.34968896979174674,0.5445258607521577,-1.4096477492925799,1.076180587973624,-0.7665550417883734,-0.5975267343143399,1.0963924512446874
0,1,0,-0.6224102790270202,1.8353233950392658,0.18853035477240757,-1.7168481430994524,0.24368597801192235,-1.7374846460038678,-0.6986091037587299,0.40658888163842005,-0.08502029573764311,0.21689365100367133,-0.42917241045590593
0,0,0,-0.6982510635064088,-0.5894135350539065,0.8287496038075954,-0.515912200690652,-0.802602811222275,-0.596479392625855,-0.16483771057403862,-1.3446509656998054,0.9910871980266677,-1.0047369269733455,-0.42917241045590593
0,0,0,1.1724882869851758,-0.5894135350539065,-0.44984388201772163,0.8351407345192484,0.771737918544753,-0.34843477232628706,0.15030407138002236,1.6942652399753504,0.13020120301521892,-0.19031654165533426,-1.1919548413062027
0,0,1,-0.5971300175338906,-0.5894135350539065,-2.1601702331866517,-0.5659511982910188,-0.5984489011277974,1.0406151013512936,0.16606116047772507,-1.8597215090345773,-1.6274410367998218,0.6241038436626769,2.621957312945281
0,0,0,0.7427238416019739,-0.5894135350539065,0.0649145343535099,0.5849457465174149,-2.5025767164320585,-0.05078122796680547,-0.3814976856674555,-1.1386227483658964,-0.2643715446983616,5.91783634822975,-1.1919548413062027
0,0,0,0.7932843645882329,-0.5894135350539065,-1.8151529433607727,-0.7160681910921188,0.879703928690871,-1.3902221775844725,0.7057414620740545,0.7671382619727606,0.02259045363878822,-1.0047369269733455,-1.1919548413062027
0,0,0,1.855055347299673,-0.5894135350539065,-1.0181076534956401,-1.2164581670957857,1.5059067875383554,0.5941347848120713,0.975581612872219,0.7671382619727606,1.88784344283026,0.21689365100367133,1.0963924512446874
0,1,0,-1.102735247396481,2.276184655056206,0.6184182078709631,0.7350627393185151,-0.18228900747367044,0.5941347848120713,-0.36377096043254004,0.7671382619727606,-0.2643715446983616,-0.5975267343143399,-1.1919548413062027
0,0,0,-1.1785760318758696,-0.5894135350539065,-0.8336064289898222,-1.3665751598968856,-0.8811235458739971,-0.0011723039068918697,-1.951297687026122,-1.6536932917006686,1.6008814444931103,-0.19031654165533426,1.0963924512446874
0,0,0,-2.0381049226422734,-0.5894135350539065,0.1940653915075823,0.4348287537163149,1.1348963163089678,-0.7949150888655094,-0.3874065940790944,0.09754655563755678,-1.4122195380469598,0.6241038436626769,-1.1919548413062027
0,0,0,1.0460869795195282,-0.5894135350539065,-1.7468874902936202,-0.26571721268881865,-1.2501709987370913,-1.836702494123695,0.9716423405977935,2.4668710549775086,1.4215301955323918,0.6241038436626769,0.3336100203943908
0,0,0,-0.6476905405201497,-0.5894135350539065,0.8601148119735842,0.23467276331484818,0.021864902620807165,0.3460901645125033,0.8869479866976394,-0.10848166169635208,0.02259045363878822,0.21689365100367133,-0.42917241045590593
0,0,0,1.8044948243134138,-0.5894135350539065,0.5999680854203813,1.0352967249207152,-3.3211553751762617,0.7429615569918121,1.8146466073249068,-1.1386227483658964,0.8476061988580927,2.2529446142986993,1.0963924512446874
0,0,1,-2.2403470145873094,-0.5894135350539065,1.2936926895622558,0.8851797321196151,1.021041251063971,0.9413972532314665,1.5566242733500188,-0.5205380963641698,0.5606442005209437,-0.5975267343143399,-0.42917241045590593
0,1,0,-1.102735247396481,1.2475083816833452,-0.04947622484009687,-0.3157562102891853,-0.10573129118824126,-1.2413954054047318,0.24287696982902754,0.8186453163062378,-0.6948145422040857,-0.19031654165533426,-1.1919548413062027
0,1,0,-0.7235313249995383,2.129230901717226,0.7475690650250355,-1.016302176694319,0.3320218044951097,0.09804554421293532,-0.952692165459191,-1.4991721287002369,1.6008814444931103,0.6241038436626769,1.0963924512446874
0,0,0,-0.5718497560407612,-0.5894135350539065,-0.8981818575668584,-1.8169261383001858,0.45765497993786464,0.7925704810517257,0.5245349374504698,0.40658888163842005,-0.08502029573764311,0.21689365100367133,-0.42917241045590593
1,1,0,0.8944054105607511,1.8353233950392658,0.4505220935706691,0.2847117609152149,-0.25099465029392726,-0.05078122796680547,-1.9591762315749734,0.35508182730494287,0.09433095322307536,0.6241038436626769,1.0963924512446874
0,0,0,1.2230488099714347,-0.5894135350539065,-0.7210606820412735,-0.3157562102891853,1.4018668141248234,-0.39804369638620063,-0.25347133674861827,0.40658888163842005,0.3095524519759374,1.8457344216396938,-0.42917241045590593
0,0,0,-0.06624452617817074,-0.5894135350539065,-0.9812074085944766,0.08455577051374813,-0.6593024704828819,-0.7453061648055959,-0.2633195174346827,1.7972793486423049,-0.30024179449050514,-1.0047369269733455,1.0963924512446874
1,1,1,0.8691251490676215,2.4231384083951863,-0.11774167790724975,-0.7661071886924855,0.06897734341184054,0.3460901645125033,-1.5554008234463328,-1.1386227483658964,1.5650111947009666,4.288995577593727,-1.1919548413062027
0,0,0,-1.68418126173846,-0.5894135350539065,-1.0088825922703493,-0.9162241814935855,1.6060207242193005,-0.10039015202671907,2.173120384297651,-1.1386227483658964,-0.08502029573764311,-0.19031654165533426,0.3336100203943908
0,0,0,1.5011316863958595,-0.5894135350539065,-1.7284373678430385,-1.166419169495419,-0.6887477459772777,0.49491693669224407,-0.4464956781954808,-0.4175239876972154,-0.37198229407479294,-0.19031654165533426,1.0963924512446874
0,0,0,-0.9257734169445744,-0.5894135350539065,-0.4701390167133615,-1.6668091454990859,0.4988783656300192,0.8917883291715528,1.2631484889053002,-0.7265663136980787,-2.416586532226983,-0.5975267343143399,-0.42917241045590593
0,1,0,-1.052174724410222,1.4679390116918154,-1.080838069827618,-0.1656392174880853,0.24761201474450822,-0.39804369638620063,-0.7498196433262646,0.8186453163062378,-0.6230740426197985,0.21689365100367133,0.3336100203943908
0,0,0,1.0460869795195282,-0.5894135350539065,0.138715024155837,1.6357646961251153,-1.2913943844292453,-1.2910043294646454,0.8081625412091241,1.3852229139744872,-1.017646790333379,0.21689365100367133,0.3336100203943908
0,1,0,-0.09152478767130025,1.174031505013855,-0.8539015636854626,1.7358426913258487,0.33005878612881623,-2.084747114423263,-2.5717330702481798,-1.0871156940324191,0.2736822021837938,-0.5975267343143399,-0.42917241045590593
0,0,0,-1.2291365548621287,-0.5894135350539065,0.22912062416368778,0.38478975611594823,1.3626064467989625,-0.19960800014654626,0.701802189799629,-0.6750592593646014,-0.8741657911648044,0.21689365100367133,1.0963924512446874
0,0,0,-1.0268944629170924,-0.5894135350539065,0.7586391384953844,-2.167199121502753,0.21031466578494012,0.7429615569918121,0.9420977985396003,1.4882370226414416,-1.2328682890862415,-0.5975267343143399,-0.42917241045590593
0,0,0,-0.11680504916442977,-0.5894135350539065,-0.3557482575197547,0.8351407345192484,1.3174570243742219,-1.6382667978840406,0.5383223904109596,-1.6536932917006686,-0.33611204428264874,0.21689365100367133,0.3336100203943908
0,0,1,-0.3443274026025955,-0.5894135350539065,-0.5254893840651068,-0.8661851838932189,0.37913424528614253,0.7925704810517257,0.05379190065659106,1.3852229139744872,-0.19263104511407445,-0.5975267343143399,2.621957312945281
0,0,0,-0.4960089715613726,-0.5894135350539065,-0.0734613840258534,-1.6668091454990859,0.9601876817088866,-0.7453061648055959,1.3596606596287308,-0.10848166169635208,-0.013279796153355982,-0.5975267343143399,-0.42917241045590593
0,0,0,1.0208067180263987,-0.5894135350539065,-0.9701373351241275,-0.11560021988771861,-0.40018404613219916,-1.8863114181836085,-1.1890485019247368,1.4367299683079644,-0.802425291580517,-1.0047369269733455,-0.42917241045590593
0,1,1,0.5152014881638083,1.6148927650307956,0.3490464200924693,1.4356087057236486,-2.455464275641025,-1.1421775572849047,-0.39331550249073327,-1.1901298026993736,-1.5915707870076783,-0.5975267343143399,1.0963924512446874
0,0,0,0.6163225341363263,-0.5894135350539065,0.9191552038154461,0.1345947681141148,-0.45122252365581844,1.2886597216508617,-0.23377497537648945,-0.2630028246967837,0.6323847001052307,1.438524228980688,-0.42917241045590593
0,0,0,1.855055347299673,-0.5894135350539065,0.23281064865380394,-0.1656392174880853,-0.5984489011277974,-0.29882584826637343,-0.6808823785238137,-2.3747920523693495,0.41716320135236873,-0.19031654165533426,-0.42917241045590593
0,1,0,0.38880018069816064,1.9088002717087558,1.64424501612331,-0.8661851838932189,-0.43551837672547433,2.0824025066094793,-0.6867912869354521,0.3035747729714656,0.48890370093665586,-0.5975267343143399,0.3336100203943908
0,1,0,1.2230488099714347,1.4679390116918154,0.02247925271717162,-0.41583420548991873,-0.24706861356134083,-1.7870935700637813,1.2670877611797255,-2.426299106702827,0.8476061988580927,-0.5975267343143399,1.0963924512446874
0,0,0,-1.583060215765942,-0.5894135350539065,-0.8908018085866262,-0.11560021988771861,-0.7358601867683111,-0.14999907608663265,-0.8305747249519926,0.3035747729714656,-0.7306847919962298,0.6241038436626769,0.3336100203943908
0,1,0,-1.532499692779683,2.4231384083951863,-0.578994739171794,-1.316536162296519,-0.6063009745929697,-0.596479392625855,0.2546947866523047,0.09754655563755678,-1.4480897878391035,0.21689365100367133,0.3336100203943908
1,0,0,-1.4566589083002943,-0.5894135350539065,1.3287479222183614,0.23467276331484818,0.24368597801192235,0.19726339233276252,-0.854210358598547,-1.7052003460341458,-0.33611204428264874,-0.19031654165533426,-1.1919548413062027
1,0,0,0.31295939621877206,-0.5894135350539065,-1.0015025432901166,-0.365795207889552,0.11805280256916686,0.9413972532314665,-1.415556657704218,2.003307565976214,-0.6948145422040857,1.438524228980688,-1.1919548413062027
0,0,0,0.6416027956294559,-0.5894135350539065,0.5925880364401485,-1.5166921526979857,0.3241697310299374,-0.9933507851051638,-0.9389047124987011,-2.065749726368486,-0.8741657911648044,-1.411947119632351,-0.42917241045590593
0,0,1,1.2483290714645643,-0.5894135350539065,-0.010730967693875257,0.03451677291338145,-0.6141530480581421,0.49491693669224407,-1.0354168832221324,-0.005467553029397651,1.2780491963638174,-0.5975267343143399,1.8591748820949843
0,0,0,0.9449659335470101,-0.5894135350539065,1.1497817344477184,-0.365795207889552,-0.5866707909300392,-0.844524012925423,1.8540393300691644,0.20056066430451122,0.5606442005209437,1.0313140363216826,1.0963924512446874
0,1,0,1.5516922093821186,2.7905227917426365,0.8379746650328863,-0.1656392174880853,-0.23921654009616908,-0.7949150888655094,1.0523974222235215,-2.0142426720350093,0.6682549498973743,-1.0047369269733455,-1.1919548413062027
0,0,0,1.1724882869851758,-0.5894135350539065,1.275242567111674,-0.8661851838932189,-1.0106827580493385,-0.7453061648055959,-0.5646738464282537,0.4580959359718973,-0.802425291580517,-0.19031654165533426,1.0963924512446874
0,0,0,-0.2684866181232069,-0.5894135350539065,0.44129703234537815,2.2862716649298824,0.5165455309266562,0.8421794051116392,-0.9605707100080426,0.25206771863798844,-1.053517040125523,-0.19031654165533426,-0.42917241045590593
0,0,0,-1.2796970778483878,-0.5894135350539065,-0.4129436371165581,-0.515912200690652,0.4498029064726929,-1.3902221775844725,-0.3893762302163072,0.5611100446388517,-1.4839600376312472,-1.0047369269733455,-0.42917241045590593
0,0,1,-0.4707287100682431,-0.5894135350539065,2.229113897806752,0.4348287537163149,-0.38055386246926864,-0.0011723039068918697,1.3576910234915187,-1.3961580200332826,0.5247739507287994,-0.19031654165533426,-1.1919548413062027
0,0,1,1.0966475025057871,-0.5894135350539065,-2.1749303311471175,0.8351407345192484,-2.4201299450477505,-0.7453061648055959,-0.5548256657421893,-0.056974607362874866,-0.7306847919962298,1.0313140363216826,1.8591748820949843
0,0,0,-0.7740918479857973,-0.5894135350539065,-0.17124703301393698,-0.11560021988771861,-0.8870126009728765,0.09804554421293532,0.5402920265481724,-1.2416368570328509,1.7084921938695417,-1.0047369269733455,-0.42917241045590593
0,0,0,1.0966475025057871,-0.5894135350539065,0.3988617507090399,-0.06556122228735192,2.024143636239721,-1.2910043294646454,0.44968876423638005,0.9731664793066694,1.0628276976109547,-1.0047369269733455,-0.42917241045590593
1,0,0,0.38880018069816064,-0.5894135350539065,0.6626985017523594,0.1846337657144815,0.08664450870847813,-1.0429597091650773,1.5231404590174003,0.4580959359718973,0.8476061988580927,0.21689365100367133,1.0963924512446874
0,1,0,-1.15329577038274,1.2475083816833452,-0.256117596286613,1.1353747201214486,-1.2619491089348494,-0.24921692420645986,-0.5016454900374417,-0.5205380963641698,0.2736822021837938,-1.0047369269733455,1.0963924512446874
0,1,0,-0.7740918479857973,1.174031505013855,1.2918476773171979,0.03451677291338145,1.1643415918033637,-0.10039015202671907,0.42408349445261234,-1.6536932917006686,-0.15676079532193024,-0.19031654165533426,-0.42917241045590593
0,0,1,0.13599756576686542,-0.5894135350539065,0.5741379139895667,-0.21567821508845197,0.958224663342593,-0.7453061648055959,-0.19241261649501906,-0.6235522050311243,0.7758656992738057,-1.411947119632351,0.3336100203943908
0,0,1,-0.1673655721506888,-0.5894135350539065,-0.3981835391560925,0.23467276331484818,-0.8909386377054623,0.04843662015302173,-0.22786606696485115,-0.8295804223650332,-0.802425291580517,0.21689365100367133,1.8591748820949843
0,0,0,0.26239887323251304,-0.5894135350539065,0.6424033670567196,0.8851797321196151,0.15927618826132087,-1.1917864813448182,-0.36967986884417836,-0.10848166169635208,0.6323847001052307,-1.0047369269733455,-0.42917241045590593
0,1,0,-0.6729708020132792,1.982277148378246,-0.46829400446830344,0.1846337657144815,-1.511252441454067,-0.7949150888655094,0.018338450186758982,-2.220270889368918,0.23781195239165026,1.8457344216396938,0.3336100203943908
0,0,1,0.6921633186157149,-0.5894135350539065,1.0778262568904493,1.235452715322182,0.9268163694819044,-0.34843477232628706,0.15227370751723512,-1.6536932917006686,1.3139194461559611,-0.19031654165533426,-0.42917241045590593
0,0,0,-0.4707287100682431,-0.5894135350539065,-0.6564852534642373,-1.967043131101286,-0.1076943095545342,0.24687231639267612,-1.8035749767351559,-0.31450987903026095,0.3095524519759374,-1.0047369269733455,-0.42917241045590593
0,0,0,-0.5212892330545021,-0.5894135350539065,-1.0181076534956401,-0.015522224686985237,-0.5375953317727129,0.3460901645125033,1.024822516302541,-1.9627356177015318,-0.8382955413726605,1.8457344216396938,-0.42917241045590593
0,0,0,-0.5718497560407612,-0.5894135350539065,1.3545780936491758,-0.365795207889552,-0.4315923399928879,0.5941347848120713,1.235573582984319,0.25206771863798844,-0.2643715446983616,1.0313140363216826,1.0963924512446874
0,0,0,-0.2684866181232069,-0.5894135350539065,-0.007040943203759113,-1.4666531550976192,-0.1921040993051357,-0.9437418610452502,-1.4470708358996243,-0.4690310420306926,0.13020120301521892,1.0313140363216826,1.0963924512446874
0,0,0,0.08543704278060639,-0.5894135350539065,1.8250562161390105,0.2847117609152149,-2.3435722287623215,0.6437437088719848,-0.7478500071890518,1.9002934573092594,-0.15676079532193024,0.21689365100367133,-0.42917241045590593
0,0,0,-0.04096426468504121,-0.5894135350539065,0.34535639560235265,-0.6660291934917522,0.13571996786580445,-1.1917864813448182,-0.20226079718108347,0.6641241533058062,-0.5513335430355114,-0.5975267343143399,1.8591748820949843
0,0,1,0.4899212266706787,-0.5894135350539065,0.6018130976654393,1.535686700924382,0.17694335355795843,0.19726339233276252,-0.6690645617005366,-0.21149577036330652,-1.7709220359683968,0.21689365100367133,-0.42917241045590593
0,1,0,-0.06624452617817074,0.9536008750053849,-0.33729813506917294,0.6850237417181483,1.0171152143313846,-0.844524012925423,-0.8069390913054383,-0.4175239876972154,-2.09375428409769,1.438524228980688,1.8591748820949843
0,0,0,0.8691251490676215,-0.5894135350539065,-0.5125742983496998,-0.9162241814935855,-1.5976252495709613,0.24687231639267612,-0.4169511361372876,-0.005467553029397651,0.09433095322307536,0.6241038436626769,-1.1919548413062027
0,0,0,0.5404817496569377,-0.5894135350539065,-0.16571199627876226,-0.3157562102891853,-0.5238542032086617,0.4453080126323305,0.9342192539907487,-1.2931439113663281,0.38129295156022514,-1.0047369269733455,-0.42917241045590593
0,0,0,-0.1420853106575593,-0.5894135350539065,1.0815162813805654,-1.7668871406998192,-0.2588467237590996,-0.10039015202671907,-0.2199875224159995,0.7671382619727606,0.5606442005209437,-0.19031654165533426,1.8591748820949843
0,1,0,-0.19264583364381835,0.9536008750053849,-1.1361884371793634,1.535686700924382,-0.7044518929076223,0.7429615569918121,0.31181423463147834,-0.7265663136980787,-0.15676079532193024,-0.5975267343143399,-0.42917241045590593
0,0,0,1.425290901916471,-0.5894135350539065,0.9283802650407371,-0.515912200690652,-1.030312941712269,1.0406151013512936,0.7924054521114214,0.40658888163842005,-0.228501294906218,1.0313140363216826,1.0963924512446874
0,0,0,0.4899212266706787,-0.5894135350539065,-0.267187669756962,-0.015522224686985237,2.2930771524218687,-0.844524012925423,-1.6144899075627193,-0.7265663136980787,-0.6948145422040857,1.438524228980688,-0.42917241045590593
0,0,0,0.06015678128747687,-0.5894135350539065,0.10181477925467344,0.8351407345192484,0.4498029064726929,-0.29882584826637343,0.4260531305898257,-0.4690310420306926,0.8476061988580927,-1.0047369269733455,0.3336100203943908
0,0,0,-0.06624452617817074,-0.5894135350539065,-0.3409881595592891,0.8351407345192484,-0.1862150442062563,0.6437437088719848,0.5225653013132564,0.6641241533058062,0.6682549498973743,-0.19031654165533426,1.8591748820949843
0,0,0,0.6163225341363263,-0.5894135350539065,-0.9738273596142438,0.38478975611594823,0.11020072910399453,-0.49726154450602783,0.9184621648930459,0.7156312076392833,1.0986979474030991,1.0313140363216826,-0.42917241045590593
1,1,1,-1.633620738752201,2.496615285064676,0.3195262241715386,-0.5659511982910188,1.0701167102212974,1.0902240254112072,-1.2382894053550588,1.33371585964101,3.502004683476726,0.6241038436626769,-1.1919548413062027
0,0,0,-0.9257734169445744,-0.5894135350539065,-0.3114679636383584,-0.8661851838932189,-0.9439401335953745,0.4453080126323305,-2.829755404223067,1.1276876423071012,1.4215301955323918,-0.5975267343143399,-0.42917241045590593
0,0,1,-0.6729708020132792,-0.5894135350539065,1.9007017181863963,0.6850237417181483,0.383060282018729,-2.5808363550223987,-0.6139147498585757,0.7671382619727606,-0.30024179449050514,-0.19031654165533426,-0.42917241045590593
0,1,0,0.28767913472564255,2.0557540250477357,-1.213678951471807,0.8351407345192484,-0.8418631785481361,-0.8941329369853366,-0.4642224034303969,0.9216594249731922,-0.08502029573764311,-0.5975267343143399,0.3336100203943908
0,0,0,-1.3808181238209059,-0.5894135350539065,0.5667578650093339,-0.41583420548991873,0.528323641124415,-1.1421775572849047,-0.021054272557498636,0.8186453163062378,1.0269574478188113,1.0313140363216826,-0.42917241045590593
0,1,0,-1.5072194312865534,1.027077751674875,0.6331783058314288,0.08455577051374813,-1.150057062056145,-0.6956972407456822,-1.1614735960037568,1.1791946966405784,-1.0893872899176664,-0.5975267343143399,-1.1919548413062027
0,0,0,0.5152014881638083,-0.5894135350539065,0.20698047722298935,0.1345947681141148,-0.33147840331194234,0.8421794051116392,0.38666040784556804,0.149053609971034,-0.15676079532193024,-0.19031654165533426,1.0963924512446874
0,0,0,2.3353803156691337,-0.5894135350539065,-0.15833194729852942,1.1854137177218151,-1.336543806853985,-0.24921692420645986,-1.7385769842071306,-0.572045150697647,0.48890370093665586,-0.5975267343143399,-0.42917241045590593
0,0,0,0.7427238416019739,-0.5894135350539065,-0.4664489922232454,0.9352187297199818,-1.77037086580475,-0.10039015202671907,0.5166563929016181,0.8701523706397151,-0.37198229407479294,0.21689365100367133,0.3336100203943908
0,0,0,-0.3948879255888545,-0.5894135350539065,0.40439678744421464,-2.417394109504586,0.569547026816569,0.19726339233276252,1.011035063342051,0.3035747729714656,0.6323847001052307,-0.5975267343143399,-0.42917241045590593
0,0,1,1.5516922093821186,-0.5894135350539065,-2.007034216846823,0.38478975611594823,-0.8418631785481361,-0.6460883166857686,-0.9132994427149334,-0.9325945310319875,-0.4078525438669365,-0.5975267343143399,1.8591748820949843
0,1,1,-1.001614201423963,1.3944621350223254,0.14794008538112788,1.1854137177218151,-1.055832180474079,0.14765446827284892,0.4831725785689988,1.4882370226414416,-1.3763492882548158,0.6241038436626769,1.8591748820949843
0,0,0,-0.21792609513694786,-0.5894135350539065,-1.619581645384606,-0.515912200690652,-0.13125052995005118,1.1398329494711208,-0.5154329429979316,-0.7265663136980787,-0.37198229407479294,-0.19031654165533426,0.3336100203943908
0,1,0,0.7680041030951035,2.0557540250477357,0.640558354811661,0.7350627393185151,-0.7594164071638281,0.8421794051116392,1.2513306720820223,0.09754655563755678,-0.2643715446983616,-0.19031654165533426,1.0963924512446874
0,0,0,-0.2684866181232069,-0.5894135350539065,-0.6269650575433066,-0.41583420548991873,0.33987387796028146,0.6933526329318985,-1.068900697554751,1.1791946966405784,0.23781195239165026,-1.0047369269733455,1.0963924512446874
0,0,0,-0.5718497560407612,-0.5894135350539065,0.950520411981435,0.7350627393185151,0.5891772104794996,1.983184658489652,1.186332679553997,1.0246735336401467,-0.2643715446983616,-0.5975267343143399,-0.42917241045590593
0,0,0,-0.4707287100682431,-0.5894135350539065,0.3841016527485748,-0.21567821508845197,0.015975847521927784,0.09804554421293532,0.09712389567527423,-2.065749726368486,-1.1252575397098104,-1.411947119632351,1.8591748820949843
0,0,0,1.5769724708752482,-0.5894135350539065,0.3232162486616547,0.4348287537163149,0.04345810465003063,1.3878775697706889,0.1030328040869131,-1.035608639698942,-0.4078525438669365,2.2529446142986993,-0.42917241045590593
1,0,0,-0.24320635663007736,-0.5894135350539065,-0.9147869677723821,0.5849457465174149,-0.5317062766738335,-0.844524012925423,0.9066443480697682,1.5397440769749189,0.34542270176808093,-0.5975267343143399,1.0963924512446874
0,1,0,-0.6476905405201497,0.9536008750053849,-0.06792634729067865,-0.1656392174880853,0.3359478412276956,0.2964812404525897,0.7155896427601189,1.7457722943088276,-1.7709220359683968,-0.19031654165533426,2.621957312945281
0,0,0,-0.24320635663007736,-0.5894135350539065,0.4357619956102034,0.2847117609152149,0.19068448212200959,0.6437437088719848,-0.10968789873207828,1.4882370226414416,0.6323847001052307,-0.5975267343143399,1.0963924512446874
0,1,0,0.6668830571225853,2.0557540250477357,0.06860455884362605,0.8351407345192484,-1.4445098170001032,-1.1917864813448182,1.2237557661610425,-1.4991721287002369,0.34542270176808093,1.438524228980688,-0.42917241045590593
0,1,0,0.31295939621877206,1.100554628344365,0.4708172282663089,0.03451677291338145,-0.9498291886942539,-1.9855292663034356,-0.8384532695008443,-2.1172567807019633,-0.013279796153355982,0.21689365100367133,0.3336100203943908
0,0,0,0.2371186117393835,-0.5894135350539065,-0.5716146901915612,0.7350627393185151,1.4921656589743033,-0.7949150888655094,-0.1490806214763359,0.612617098972329,0.7758656992738057,-0.5975267343143399,-0.42917241045590593
0,1,0,0.4899212266706787,2.276184655056206,0.3841016527485748,-1.616770147898719,0.3928753738501942,-0.14999907608663265,1.0366403331258187,0.8186453163062378,0.09433095322307536,-0.19031654165533426,-1.1919548413062027
0,1,0,1.425290901916471,1.4679390116918154,0.2420357098790948,0.33475075851558156,-0.09591619935677599,-1.2910043294646454,-1.8016053405979429,2.003307565976214,-1.2328682890862415,0.21689365100367133,1.0963924512446874
0,0,0,0.06015678128747687,-0.5894135350539065,1.2364973099654524,-2.6675890975064194,-0.09591619935677599,-0.7949150888655094,-0.013175728008647003,-0.21149577036330652,0.5247739507287994,-0.19031654165533426,-0.42917241045590593
1,0,1,0.41408044219129014,-0.5894135350539065,-0.2284424126107404,-0.7160681910921188,-0.44925950528952546,-0.6460883166857686,0.9499763430884519,1.6427581856418734,1.385659945740248,1.0313140363216826,0.3336100203943908
0,0,0,0.9955264565332691,-0.5894135350539065,0.9671255221869587,0.03451677291338145,-0.7908247010245167,-0.29882584826637343,-1.7878178876374526,-0.10848166169635208,1.457400445324536,0.6241038436626769,1.0963924512446874
1,0,0,-0.44544844857511356,-0.5894135350539065,1.6977503712299968,-0.6660291934917522,0.3123916208321792,1.2886597216508617,-1.5770668209556746,0.25206771863798844,0.5247739507287994,-0.19031654165533426,-0.42917241045590593
0,1,0,1.1219277639989167,2.5700921617341663,1.443138681411968,-0.1656392174880853,-0.7515643336986557,-0.24921692420645986,1.6885898945432818,-0.7265663136980787,0.3095524519759374,-0.19031654165533426,0.3336100203943908
0,0,0,0.31295939621877206,-0.5894135350539065,0.2641758568197933,-0.06556122228735192,0.4125055575131248,1.239050797590948,-0.5686131187026793,-1.7052003460341458,0.13020120301521892,0.6241038436626769,-0.42917241045590593
